,crim_2007,crim_2008,crim_2009,crim_2010,crim_2011,crim_2012,crim_2013,crim_2014,crim_2015,crim_2016,crim_2017,crim_2018,crim_2019,crim_2020,crim_2021,crim_2022,pop_2008,pop_2009,pop_2010,pop_2011,pop_2012,pop_2013,pop_2014,pop_2015,pop_2016,pop_2017,pop_2018,pop_2019,pop_2020,pop_2021,pop_2022
86,1104.0,1459.0,1348.0,1097.0,1126.0,1089.0,1042.0,1008.0,1018.0,974.0,974.0,845.0,1046.0,957.0,812.0,930.0,90766.0,90346.0,89489.0,88780.0,88126.0,86956.0,86115.0,85661.0,85826.0,85247.0,85023.0,84442.0,83846.0,83252.0,83417.0
87,6097.0,6061.0,6406.0,6275.0,5800.0,5112.0,5338.0,5305.0,4904.0,4926.0,4887.0,6500.0,4801.0,4344.0,4774.0,4827.0,369411.0,372363.0,374014.0,374687.0,376076.0,377813.0,378890.0,381509.0,384315.0,386923.0,388243.0,388698.0,386974.0,386870.0,388745.0
88,2404.0,2144.0,2017.0,2159.0,2412.0,1961.0,2070.0,1835.0,1565.0,1626.0,1718.0,1733.0,1560.0,1342.0,1387.0,1468.0,142381.0,143068.0,143201.0,143120.0,142830.0,142497.0,142638.0,143558.0,144356.0,144632.0,145347.0,145548.0,145128.0,144673.0,145571.0
89,4862.0,5108.0,5907.0,4934.0,5337.0,4155.0,4064.0,3388.0,3626.0,3939.0,4049.0,4594.0,3480.0,2825.0,2571.0,2859.0,250719.0,249402.0,247405.0,245981.0,244068.0,242684.0,241861.0,241350.0,241466.0,241146.0,240496.0,239614.0,237695.0,235878.0,235745.0
90,5101.0,4833.0,4906.0,4583.0,4870.0,4180.0,4204.0,3565.0,3861.0,4023.0,4210.0,3463.0,3156.0,2525.0,2463.0,3033.0,268637.0,268049.0,266730.0,265668.0,264132.0,262436.0,261766.0,261448.0,261389.0,261362.0,260399.0,258602.0,257573.0,256132.0,255663.0
91,2287.0,2546.0,2812.0,2508.0,2673.0,2516.0,2342.0,1840.0,1951.0,1897.0,1704.0,1902.0,1685.0,1550.0,1403.0,1393.0,156087.0,155875.0,155380.0,154836.0,154597.0,153921.0,153466.0,153587.0,154185.0,154546.0,154371.0,153841.0,153366.0,152713.0,153168.0
92,35.0,19.0,53.0,52.0,64.0,52.0,65.0,65.0,59.0,40.0,36.0,70.0,55.0,42.0,27.0,40.0,8005.0,7948.0,7867.0,7752.0,7511.0,7382.0,7211.0,7219.0,7263.0,7194.0,7244.0,7232.0,7116.0,7120.0,7129.0
93,2689.0,3111.0,3389.0,3191.0,3371.0,2798.0,2766.0,2777.0,2511.0,2208.0,2001.0,2281.0,2070.0,1983.0,1810.0,1707.0,170781.0,170881.0,170224.0,170266.0,169399.0,168288.0,168255.0,168531.0,168462.0,168301.0,168504.0,167772.0,166773.0,166254.0,167103.0
94,1353.0,1394.0,1437.0,1222.0,1229.0,1187.0,1238.0,1234.0,964.0,1052.0,1111.0,862.0,887.0,830.0,676.0,825.0,88554.0,88034.0,87038.0,86128.0,85360.0,84446.0,83770.0,83021.0,82708.0,82445.0,81954.0,81404.0,80792.0,80281.0,80258.0
95,1306.0,1528.0,1471.0,1453.0,1600.0,1643.0,1503.0,1364.0,1257.0,1274.0,1070.0,1128.0,1097.0,1146.0,934.0,1002.0,115314.0,115526.0,115543.0,115841.0,115566.0,115389.0,115402.0,115912.0,116866.0,118278.0,119505.0,120022.0,121118.0,122218.0,123227.0
96,2777.0,2938.0,3003.0,2458.0,2664.0,2673.0,2456.0,2087.0,1967.0,2378.0,1949.0,2235.0,1910.0,1462.0,1637.0,1903.0,182340.0,181794.0,181060.0,180253.0,179018.0,177642.0,176759.0,176136.0,175842.0,175306.0,174870.0,174213.0,173408.0,172543.0,172950.0
97,2613.0,3038.0,2971.0,2630.0,2726.0,2570.0,2690.0,2404.0,2249.0,2098.0,1891.0,1877.0,1746.0,1674.0,2101.0,1590.0,153686.0,153432.0,152221.0,150988.0,150356.0,150254.0,149824.0,149579.0,149140.0,149180.0,148930.0,148016.0,146491.0,145426.0,145467.0
98,17958.0,18792.0,18928.0,18727.0,21297.0,19057.0,19730.0,18193.0,16403.0,15431.0,16463.0,15491.0,14953.0,11486.0,10359.0,14093.0,781476.0,785844.0,791145.0,798900.0,806359.0,815932.0,824973.0,833344.0,843116.0,848964.0,855192.0,863407.0,870764.0,879650.0,886465.0
99,6209.0,4839.0,4956.0,6921.0,8522.0,8789.0,9353.0,13471.0,19681.0,22194.0,29325.0,28324.0,35965.0,41711.0,40360.0,41431.0,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
